page_path,topic,tag,tag_known,page_default_tag,uses_tagForSlug,link_type,asin,search_term,anchor_text,position_index,words_before,pct_through,in_first_600_words,component
"/blog/best-tick-control-yard-treatment","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","wondercide tick yard spray","Check price on Amazon.ca →","2","230","23","true","BuyLink"
"/blog/best-tick-control-yard-treatment","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","wondercide tick yard spray","Check price on Amazon.ca &rarr;","3","801","81","false","BuyLink"
"/blog/best-tick-control-yard-treatment","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","insect shield permethrin treated clothing","Check price on Amazon.ca &rarr;","4","852","87","false","BuyLink"
"/blog/best-tick-control-yard-treatment","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","thermacell tick control tubes 12 pack","Check price on Amazon.ca &rarr;","5","962","98","false","BuyLink"
"/blog/best-tick-repellent-yard-canada","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","wondercide tick yard spray","Wondercide Cedar-Oil Yard Spray","1","59","5","sticky","StickyBuyBar"
"/blog/best-tick-repellent-yard-canada","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","wondercide tick yard spray","Check yard tick sprays on Amazon.ca →","2","260","23","true","BuyLink"
"/blog/best-tick-repellent-yard-canada","tick","buzzskito-tick-20","true","buzzskito-tick-20","true","search","","insect shield permethrin treated clothing","Insect Shield permethrin-treated clothing →","3","266","23","true","BuyLink"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","petratools ulv cold fogger electric","PetraTools-class adjustable electric ULV cold fogger","1","95","4","sticky","StickyBuyBar"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","petratools ulv cold fogger electric","Check price on Amazon.ca →","2","447","20","true","BuyLink"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","hudson commercial ulv fogger","Check price on Amazon.ca →","3","469","21","true","BuyLink"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","vonhaus electric ulv fogger","Check price on Amazon.ca →","4","490","22","true","BuyLink"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","cordless battery ulv fogger","Check price on Amazon.ca →","5","512","23","true","BuyLink"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","petratools ulv cold fogger electric","Adjustable electric ULV →","6","832","38","false","BuyLink"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","hudson commercial ulv fogger","Commercial ULV →","7","835","38","false","BuyLink"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","vonhaus electric ulv fogger","Compact fogger →","8","837","38","false","BuyLink"
"/blog/best-ulv-cold-fogger-canada","fogger","buzzskito-fogger-20","true","buzzskito-fogger-20","true","search","","cordless battery ulv fogger","Cordless ULV →","9","839","38","false","BuyLink"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","portable upholstery extractor heated spot cleaner","Portable heated upholstery extractor","1","102","4","sticky","StickyBuyBar"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","portable upholstery extractor heated spot cleaner","Check price on Amazon.ca →","2","446","17","true","BuyLink"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","bissell big green deep cleaner upholstery tool","Check price on Amazon.ca →","3","468","18","true","BuyLink"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","dry vapour steam cleaner upholstery tool","Check price on Amazon.ca →","4","494","19","true","BuyLink"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","upholstery cleaning tool attachment brush kit","Check tool kits →","5","525","20","true","BuyLink"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","portable upholstery extractor heated spot cleaner","Portable extractor (best overall) →","6","784","30","false","BuyLink"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","bissell big green deep cleaner upholstery tool","Full-size deep cleaner →","7","788","30","false","BuyLink"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","dry vapour steam cleaner upholstery tool","Dry-vapour steamer →","8","791","30","false","BuyLink"
"/blog/best-upholstery-steam-cleaner-canada","steamer","buzzskito-steamer-20","true","buzzskito-steamer-20","false","search","","upholstery cleaning tool attachment brush kit","Tool &amp; brush kit →","9","793","30","false","BuyLink"
"/blog/best-wasp-killer-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","wilson waspout wasp hornet foam","Wilson WaspOut Wasp & Hornet Foam","1","98","5","sticky","StickyBuyBar"
"/blog/best-wasp-killer-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","search","Check on Amazon.ca &rarr;","2","475","24","true","BuyLink"
"/blog/best-wasp-killer-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","wilson waspout wasp hornet foam","Wilson WaspOut foam &rarr;","3","644","32","false","BuyLink"
"/blog/best-wasp-killer-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","raid wasp hornet killer","Raid Wasp &amp; Hornet &rarr;","4","647","33","false","BuyLink"
"/blog/best-wasp-killer-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","other","","","Ortho Wasp B Gon MAX &rarr;","5","650","33","false","BuyLink"
"/blog/best-wasp-killer-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","false","search","","rescue why trap wasp hornet yellowjacket","RESCUE! WHY trap &rarr;","6","654","33","false","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","raid wasp hornet killer","Raid Wasp & Hornet Bug Killer (foaming aerosol)","1","79","1","sticky","StickyBuyBar"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","raid wasp hornet killer","Raid Wasp &amp; Hornet Bug Killer","2","218","3","true","AmazonLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","raid wasp hornet killer","Check price on Amazon.ca →","3","437","7","true","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","raid wasp hornet killer","Check price on Amazon.ca →","4","627","9","false","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","wilson waspout wasp hornet foam","Check price on Amazon.ca →","5","657","10","false","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","other","","","Check price on Amazon.ca →","6","687","10","false","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","raid wasp hornet killer","Raid Wasp &amp; Hornet foam →","7","1107","16","false","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","wilson waspout wasp hornet foam","Wilson WaspOut foam →","8","1111","17","false","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","other","","","Ortho wasp aerosol →","9","1114","17","false","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","raid wasp hornet killer","Check Raid Wasp &amp; Hornet foam on Amazon.ca →","10","1528","23","false","BuyLink"
"/blog/best-wasp-nest-spray-canada","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","wilson waspout wasp hornet foam","Check Wilson WaspOut foam on Amazon.ca →","11","2537","38","false","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","dp_asin","B00BPTN6YC","rescue why trap wasp hornet yellowjacket","RESCUE! WHY Trap (wasps, hornets & yellowjackets)","1","81","3","sticky","StickyBuyBar"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue why trap wasp hornet yellowjacket","RESCUE! WHY Trap","2","91","3","true","AmazonLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue why trap wasp hornet yellowjacket","Check price on Amazon.ca →","3","267","9","true","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue why trap wasp hornet yellowjacket","Check price on Amazon.ca →","4","449","15","true","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue trapstik for wasps","Check price on Amazon.ca →","5","479","16","true","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue disposable yellowjacket trap","Check price on Amazon.ca →","6","506","17","true","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue why trap wasp hornet yellowjacket","RESCUE! WHY Trap →","7","1222","41","false","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue trapstik for wasps","TrapStik for Wasps →","8","1225","41","false","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue disposable yellowjacket trap","Disposable bag traps →","9","1228","41","false","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue why trap wasp hornet yellowjacket","Check RESCUE! WHY Trap on Amazon.ca →","10","1430","48","false","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue trapstik for wasps","Check TrapStik for Wasps on Amazon.ca →","11","1601","54","false","BuyLink"
"/blog/best-wasp-trap","wasp","buzzskito-wasp-20","true","buzzskito-wasp-20","true","search","","rescue disposable yellowjacket trap","Check disposable bag traps on Amazon.ca →","12","1792","60","false","BuyLink"
"/blog/best-whole-house-dehumidifier-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","true","search","","aprilaire whole house dehumidifier ducted","Ducted whole-home dehumidifier","1","93","4","sticky","StickyBuyBar"
"/blog/best-whole-house-dehumidifier-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","true","search","","aprilaire whole house dehumidifier ducted","Check price on Amazon.ca &rarr;","2","474","20","true","BuyLink"
"/blog/best-whole-house-dehumidifier-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","true","search","","energy star 50 pint dehumidifier continuous drain","Check price on Amazon.ca &rarr;","3","502","21","true","BuyLink"
"/blog/best-whole-house-dehumidifier-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","true","search","","aprilaire whole house dehumidifier ducted","Ducted whole-home &rarr;","4","782","33","false","BuyLink"
"/blog/best-whole-house-dehumidifier-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","true","search","","whole home ducted dehumidifier 95 pint","Large-home capacity &rarr;","5","784","33","false","BuyLink"
"/blog/best-whole-house-dehumidifier-canada","dehumidifier","buzzskito-dehumidifier-20","true","buzzskito-dehumidifier-20","true","search","","energy star 50 pint dehumidifier continuous drain","Portable alternative &rarr;","6","786","33","false","BuyLink"
